公司名称,主营业务,公司地址,注册资本,公司简介,固定电话,法定代表人,经理手机,电子邮件,获取报价,邮政编码,法人名称,简称,主要经营产品,经营范围,营业执照号码,发证机关,经营状态,经营模式,成立时间,职员人数,公司官网,所属分类,类型
华北油田工程公司轧胶厂, 橡胶件加工,河北省沧州市任丘市采油一厂对面,14(万元) (万元),欢迎来到华北油田工程公司轧胶厂，一家自1985年01月01日起就在石油化工基地和北方重要陆海交通枢纽沧州扎根的天然原油和天然气开采制造业企业。坐落于河北省沧州市任丘市采油一厂对面，我们以橡胶件加工为核心业务，注册资本达14(万元)，成立以来，华北油田工程公司轧胶已有39年的发展历程。我公司不仅积累了丰富的制造和设计经验，还建立了一个以质量和创新为驱动的企业文化。 带领着一支由和经验丰富的1名工程师组成的团队，致力于将先进的制造技术和严格的质量控制标准应用到每一个产品之中。,(0317)2722279 未核实，仅供参考,,,,让卖家联系我,62552,华北油田工程公司轧胶厂,华北油田工程公司轧胶,橡胶件加工,未知,,,在业,,1985年1月1日,1人,,天然原油和天然气开采,
大港油田集团中兴石油技术服务中心, 修井技术服务，复杂井及四类井技术服务,地址： 河北省沧州市黄骅市港骅矿区第二修井分公司,成立时间：1998-02-04,大港油田集团中兴石油技术服务中心，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市黄骅市港骅矿区第二修井分公司，我单位主要提供修井技术服务，复杂井及四类井技术服务,(0317)25946501 未核实，仅供参考,,,,让卖家联系我,61103,大港油田集团中兴石油技术服务中心,大港油田集团中兴石油技术服务中心,修井技术服务，复杂井及四类井技术服务,未知,,,在业,,1998年2月4日,,,天然原油和天然气开采,
大港油田港狮房产公司建材经营部, 销售建筑材料、五金、电料,地址： 河北省沧州市沧县旧州镇采油三厂,,大港油田港狮房产公司建材经营部，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇采油三厂，我经营部主要提供销售建筑材料、五金、电料,(0317)022－25942506 未核实，仅供参考,,,,让卖家联系我,61023,大港油田港狮房产公司建材经营部,大港油田港狮房产公司建材经营部,销售建筑材料、五金、电料,未知,,,在业,,,,,天然原油和天然气开采,
大港油田集团有限责任公司港狮生活服务公司, 供暖、供水、供电、供气、托幼等服务业管理,河北省沧州市沧县旧州镇采油三厂,,大港油田集团有限责任公司港狮生活服务公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇采油三厂，我公司主要提供供暖、供水、供电、供气、托幼等服务业管理,(0317)0225941552 未核实，仅供参考,,,,让卖家联系我,61023,大港油田集团有限责任公司港狮生活服务公司,大港油田集团,供暖、供水、供电、供气、托幼等服务业管理,未知,,,在业,,,,,天然原油和天然气开采,
华北油田景业总公司, 化工产品，建材，机械加工，金属木器，电器电料，塑料，百货，粮油食品，钢材,华北石油井下大院 - ,580(万元) (万元),华北油田景业总公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，华北石油井下大院，我公司主要提供化工产品，建材，机械加工，金属木器，电器电料，塑料，百货，粮油食品，钢材,0317-2732825 未核实，仅供参考,,,,让卖家联系我,62552,华北油田景业总公司,华北油田景业总公司,化工产品，建材，机械加工，金属木器，电器电料，塑料，百货，粮油食品，钢材,未知,,,在业,,,,,天然原油和天然气开采,
大港油田沧州正泰工贸有限公司维修处, 维修线路管线、维修房屋,河北省沧州市沧县旧州镇采油三厂,,大港油田沧州正泰工贸有限公司维修处，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇采油三厂，我公司主要提供维修线路管线、维修房屋,(0317) 未核实，仅供参考,,,,让卖家联系我,61023,大港油田沧州正泰工贸有限公司维修处,大港油田沧州正泰工贸,维修线路管线、维修房屋,未知,,,在业,,,,,天然原油和天然气开采,
华北油田环卫设备厂采油小区综合服务部, 住宿 房屋租赁,地址： 河北省沧州市任丘市华油第十一处院内,10(万元) (万元),华北油田环卫设备厂采油小区综合服务部，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华油第十一处院内，我工厂主要提供住宿 房屋租赁,0317-2729867 未核实，仅供参考,,,,让卖家联系我,62552,华北油田环卫设备厂采油小区综合服务部,华北油田环卫设备,住宿 房屋租赁,未知,,,在业,,1999年8月10日,10人,,天然原油和天然气开采,
河北省拍卖行华北油田分行, 动产，不动产,地址： 河北省沧州市任丘市华北石油管理局河北省拍卖行华北,,河北省拍卖行华北油田分行，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油管理局河北省拍卖行华北油田分行，我单位主要提供动产，不动产,(0317) 未核实，仅供参考,,,,让卖家联系我,62552,河北省拍卖行华北油田分行,拍卖行华北油田分行,动产，不动产,未知,,,在业,,,,,天然原油和天然气开采,
大港油田集团物资供销公司港狮分公司, 钢材、有色金属、柴油、汽油,河北省沧州市沧县旧州镇采油三厂基地,,大港油田集团物资供销公司港狮分公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇采油三厂基地，我公司主要提供钢材、有色金属、柴油、汽油,(0317)0225942429 未核实，仅供参考,,,,让卖家联系我,61023,大港油田集团物资供销公司港狮分公司,大港油田集团物资供销公司港狮分公司,钢材、有色金属、柴油、汽油,未知,,,在业,,,,,天然原油和天然气开采,
华北油田大地技术服务有限公司, 钻井采油工具配件，工程机械配件，化工产品，现代办公用品，电力通讯配件，钻井秀井即使服务,华北石油钻井公司二区 - ,成立时间：1999-06-15,华北油田大地技术服务有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，华北石油钻井公司二区，我公司主要提供钻井采油工具配件，工程机械配件，化工产品，现代办公用品，电力通讯配件，钻井秀井即使服务,0317-2791078 未核实，仅供参考,,,,让卖家联系我,62552,华北油田大地技术服务有限公司,华北油田大地技术服务,钻井采油工具配件，工程机械配件，化工产品，现代办公用品，电力通讯配件，钻井秀井即使服务,未知,,,在业,,1999年6月15日,5人,,天然原油和天然气开采,
大港油田采油三厂工程技术大队科研技术服务部, 技术服务，技术咨询。,地址： 河北省沧州市沧县旧州镇东关村,,大港油田采油三厂工程技术大队科研技术服务部，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇东关村，我工厂主要提供技术服务，技术咨询。,(0317)02227—42266 未核实，仅供参考,,,,让卖家联系我,61023,大港油田采油三厂工程技术大队科研技术服务部,大港油田采油三,技术服务，技术咨询。,未知,,,在业,,,,,天然原油和天然气开采,
